Resident_ID,USMLE_Step_1,USMLE_Step_2,USMLE_Step_3,Age,Gender,VSITE_Score_1,VSITE_Score_2,VSITE_Score_3,VSITE_Score_4,VSITE_Score_5,VQE_Pass
770,Pass,227,247,28,Male,495,515.0,520.0,531.0,,
771,Pass,227,235,34,Male,498,500.0,519.0,533.0,549.0,1.0
1746,Pass,227,241,34,Male,469,488.0,482.0,492.0,499.0,1.0
858,Pass,227,249,33,Female,459,468.0,485.0,496.0,514.0,1.0
880,Pass,227,250,27,Male,498,502.0,517.0,535.0,,
917,Pass,227,251,35,Female,474,484.0,498.0,503.0,516.0,1.0
923,Pass,227,244,27,Male,485,498.0,504.0,,,
424,Pass,229,249,35,Male,486,473.0,482.0,488.0,501.0,1.0
944,Pass,227,224,31,Female,465,,,,,
949,Pass,227,229,28,Female,459,472.0,477.0,483.0,493.0,1.0
994,Pass,227,244,30,Female,454,471.0,,,,
1766,Fail,230,230,35,Female,485,469.0,485.0,490.0,502.0,1.0
1085,Pass,227,249,30,Female,487,504.0,514.0,531.0,549.0,1.0
1449,Pass,224,240,32,Female,490,492.0,472.0,481.0,,
1923,Fail,225,245,28,Male,461,480.0,,,,
847,Pass,221,202,35,Female,485,495.0,,,,
1288,Pass,227,255,32,Male,492,,,,,
1409,Pass,227,232,31,Female,461,462.0,477.0,494.0,,
1470,Pass,227,237,31,Male,494,510.0,517.0,518.0,,
1492,Pass,227,250,33,Female,485,,,,,
1161,Fail,221,239,30,Male,484,496.0,498.0,473.0,483.0,1.0
1527,Pass,227,252,34,Male,462,470.0,485.0,,,
198,Pass,230,212,32,Male,488,491.0,498.0,476.0,,
1613,Pass,227,251,34,Female,477,480.0,489.0,499.0,500.0,1.0
1642,Pass,227,227,33,Female,457,469.0,472.0,474.0,491.0,1.0
1700,Pass,227,244,26,Female,475,493.0,510.0,530.0,550.0,1.0
1719,Pass,227,243,31,Male,464,483.0,484.0,501.0,516.0,1.0
1792,Pass,224,197,26,Male,480,470.0,486.0,493.0,506.0,1.0
1831,Pass,227,231,28,Male,497,516.0,530.0,547.0,552.0,1.0
1860,Pass,227,226,32,Female,468,479.0,498.0,510.0,522.0,1.0
1864,Fail,227,208,29,Female,479,492.0,502.0,,,
1880,Fail,227,240,27,Female,473,491.0,507.0,517.0,,
861,Pass,222,228,27,Female,476,480.0,492.0,501.0,,
347,Fail,223,234,34,Female,490,480.0,494.0,,,
64,Fail,228,240,34,Female,467,476.0,481.0,490.0,509.0,1.0
68,Pass,228,239,30,Female,478,,,,,
79,Pass,228,229,33,Female,454,457.0,475.0,483.0,484.0,1.0
88,Pass,228,236,32,Male,467,475.0,486.0,506.0,,
112,Pass,228,223,29,Female,481,490.0,505.0,512.0,517.0,1.0
149,Pass,228,227,28,Male,464,469.0,483.0,,,
251,Fail,228,251,32,Male,491,510.0,521.0,522.0,533.0,1.0
371,Pass,228,209,33,Female,489,,,,,
437,Pass,228,253,29,Male,479,493.0,508.0,520.0,,
821,Pass,226,233,30,Male,475,478.0,491.0,507.0,488.0,1.0
694,Pass,228,243,31,Male,460,470.0,484.0,500.0,,
754,Pass,228,229,33,Male,493,502.0,511.0,530.0,548.0,1.0
1639,Pass,228,230,29,Female,478,,,,,
1420,Pass,222,217,30,Male,479,495.0,483.0,490.0,,
927,Pass,228,228,35,Male,489,501.0,513.0,529.0,546.0,1.0
987,Pass,228,232,32,Female,452,465.0,483.0,493.0,511.0,1.0
504,Pass,221,241,35,Female,485,468.0,484.0,497.0,508.0,1.0
1099,Pass,228,223,35,Male,486,502.0,520.0,537.0,,
1125,Pass,228,245,31,Male,479,497.0,510.0,524.0,544.0,1.0
4,Pass,225,242,30,Female,483,488.0,493.0,498.0,,
2,Pass,228,235,34,Male,475,492.0,479.0,489.0,507.0,1.0
1350,Pass,228,236,31,Male,493,506.0,,,,
1356,Fail,228,248,31,Male,487,504.0,508.0,523.0,,
1416,Pass,228,245,33,Female,476,491.0,496.0,514.0,517.0,1.0
1447,Pass,228,215,28,Male,462,470.0,478.0,498.0,515.0,1.0
202,Pass,227,219,31,Male,474,,,,,
683,Pass,225,257,27,Female,475,493.0,,,,
1540,Fail,228,249,28,Male,492,509.0,516.0,532.0,,
357,Pass,224,238,29,Female,500,477.0,482.0,494.0,496.0,1.0
962,Pass,221,220,28,Female,480,487.0,,,,
1669,Pass,228,209,29,Male,463,464.0,481.0,493.0,499.0,1.0
1678,Pass,228,255,33,Male,495,499.0,513.0,528.0,,
1690,Pass,228,232,29,Male,499,516.0,526.0,532.0,534.0,1.0
1338,Pass,228,223,35,Female,470,490.0,491.0,,,
1716,Pass,228,229,28,Female,467,481.0,491.0,,,
1720,Pass,228,206,31,Female,457,475.0,477.0,,,
1736,Fail,228,231,33,Female,451,458.0,467.0,484.0,500.0,1.0
1738,Fail,228,256,32,Female,487,491.0,500.0,501.0,517.0,1.0
1781,Fail,228,217,28,Female,456,476.0,496.0,507.0,526.0,1.0
1797,Pass,228,281,32,Female,452,458.0,462.0,,,
1818,Fail,228,238,35,Female,491,507.0,517.0,534.0,546.0,1.0
365,Pass,221,226,26,Female,465,478.0,496.0,512.0,504.0,1.0
1856,Pass,228,208,31,Male,470,472.0,484.0,495.0,514.0,1.0
583,Pass,229,235,35,Female,486,477.0,495.0,505.0,492.0,1.0
1902,Pass,228,197,30,Female,499,516.0,520.0,533.0,,
96,Fail,229,220,28,Female,498,506.0,517.0,520.0,539.0,1.0
172,Fail,229,233,34,Female,483,495.0,505.0,,,
1861,Pass,223,254,29,Male,477,492.0,500.0,506.0,483.0,1.0
270,Pass,229,249,28,Female,480,485.0,490.0,491.0,505.0,1.0
332,Fail,229,218,29,Female,467,,,,,
384,Pass,229,238,32,Female,476,491.0,496.0,516.0,,
395,Pass,229,248,33,Female,482,488.0,508.0,527.0,536.0,1.0
1888,Pass,228,222,27,Male,471,490.0,497.0,510.0,,
428,Pass,229,222,31,Female,458,470.0,488.0,504.0,,
453,Fail,229,252,34,Female,493,504.0,515.0,526.0,540.0,1.0
1282,Pass,230,245,35,Female,490,473.0,486.0,497.0,512.0,1.0
574,Pass,229,226,27,Male,499,519.0,538.0,548.0,558.0,1.0
1131,Pass,229,242,29,Female,480,499.0,483.0,499.0,501.0,1.0
188,Pass,226,224,31,Male,491,497.0,481.0,497.0,,
593,Pass,229,243,28,Male,480,494.0,508.0,522.0,541.0,1.0
693,Fail,229,249,32,Male,478,496.0,505.0,,,
755,Fail,229,227,30,Male,478,489.0,504.0,508.0,,
516,Pass,235,221,30,Male,510,520.0,497.0,475.0,,
779,Pass,229,219,34,Male,475,493.0,510.0,516.0,523.0,1.0
805,Pass,229,231,29,Female,500,503.0,509.0,,,
807,Pass,229,224,35,Male,467,477.0,480.0,483.0,489.0,1.0
448,Fail,226,236,32,Female,477,,,,,
825,Pass,229,234,31,Male,483,497.0,500.0,508.0,527.0,1.0
497,Fail,226,223,28,Female,486,495.0,499.0,494.0,498.0,1.0
1144,Pass,221,229,29,Female,472,492.0,493.0,513.0,504.0,1.0
924,Fail,229,256,30,Male,451,462.0,479.0,499.0,507.0,1.0
972,Pass,229,234,31,Female,489,495.0,498.0,502.0,,
1011,Pass,229,259,31,Female,496,509.0,516.0,524.0,526.0,1.0
1569,Fail,233,239,33,Male,503,488.0,,,,
1087,Pass,229,235,29,Female,470,487.0,500.0,504.0,,
886,Pass,223,228,34,Female,494,485.0,495.0,496.0,507.0,1.0
1000,Pass,228,222,28,Male,492,493.0,501.0,486.0,,
1132,Pass,229,248,30,Female,462,,,,,
1143,Pass,229,251,35,Male,492,500.0,517.0,520.0,523.0,1.0
1770,Pass,222,211,32,Male,488,505.0,487.0,497.0,517.0,1.0
153,Pass,230,236,33,Male,500,501.0,484.0,495.0,,
1317,Fail,229,212,26,Female,495,510.0,516.0,528.0,543.0,1.0
1371,Pass,229,216,29,Male,488,489.0,506.0,523.0,539.0,1.0
590,Fail,229,219,29,Female,495,482.0,499.0,,,
1394,Pass,229,237,30,Male,490,491.0,498.0,515.0,535.0,1.0
1404,Pass,229,236,28,Male,485,492.0,510.0,511.0,517.0,1.0
1422,Pass,229,217,29,Female,500,511.0,530.0,533.0,542.0,1.0
1434,Pass,229,230,31,Female,451,458.0,466.0,478.0,,
1471,Pass,229,258,32,Male,487,488.0,492.0,507.0,510.0,1.0
6,Pass,233,244,31,Male,503,508.0,,,,
1484,Pass,229,236,26,Male,469,480.0,484.0,504.0,,
613,Pass,227,257,33,Female,494,498.0,485.0,505.0,,
1508,Pass,229,197,27,Male,496,512.0,513.0,521.0,,
1167,Pass,224,227,30,Male,487,497.0,492.0,,,
1550,Pass,229,255,32,Female,457,476.0,487.0,501.0,,
1644,Pass,229,255,32,Female,455,,,,,
1675,Pass,229,215,29,Female,491,501.0,510.0,516.0,,
265,Pass,240,234,32,Female,519,495.0,497.0,487.0,503.0,1.0
746,Fail,226,231,26,Female,499,502.0,508.0,487.0,506.0,1.0
1823,Pass,229,218,29,Female,483,493.0,505.0,522.0,539.0,1.0
713,Pass,237,241,33,Female,507,,,,,
828,Pass,229,247,35,Male,500,518.0,501.0,487.0,502.0,1.0
1917,Fail,229,247,32,Male,476,495.0,514.0,516.0,,
1920,Pass,229,219,26,Male,492,500.0,503.0,512.0,523.0,1.0
1957,Fail,229,233,33,Female,490,505.0,,,,
7,Pass,230,194,31,Female,478,495.0,514.0,,,
39,Fail,230,235,31,Female,492,493.0,494.0,504.0,509.0,1.0
47,Pass,230,246,26,Female,466,471.0,478.0,486.0,492.0,1.0
48,Pass,230,277,32,Male,462,480.0,486.0,493.0,513.0,1.0
81,Pass,230,245,33,Female,477,478.0,495.0,509.0,521.0,1.0
123,Pass,230,249,28,Male,471,489.0,507.0,515.0,517.0,1.0
769,Pass,222,250,35,Female,495,,,,,
132,Pass,230,235,30,Male,484,487.0,500.0,501.0,517.0,1.0
570,Pass,226,235,29,Female,489,504.0,507.0,513.0,,
180,Pass,230,230,29,Female,493,507.0,509.0,510.0,,
573,Pass,226,247,27,Female,489,499.0,507.0,498.0,517.0,1.0
210,Pass,230,218,28,Male,491,,,,,
237,Fail,230,257,32,Male,460,462.0,,,,
254,Pass,230,219,27,Female,452,456.0,459.0,470.0,482.0,1.0
1352,Fail,225,241,34,Female,489,498.0,491.0,,,
458,Fail,234,215,33,Male,512,514.0,515.0,503.0,480.0,1.0
385,Fail,230,226,31,Female,477,484.0,499.0,505.0,510.0,1.0
433,Pass,230,238,29,Female,485,492.0,512.0,524.0,528.0,1.0
489,Pass,230,248,29,Male,477,478.0,486.0,495.0,506.0,1.0
491,Pass,230,241,33,Female,487,501.0,508.0,519.0,,
1440,Pass,234,234,34,Female,514,497.0,,,,
614,Fail,230,227,29,Female,467,482.0,499.0,511.0,523.0,1.0
649,Pass,230,211,28,Female,467,471.0,473.0,479.0,496.0,1.0
708,Pass,230,228,26,Female,482,,,,,
726,Pass,230,187,35,Male,469,480.0,495.0,511.0,,
884,Pass,237,242,28,Male,530,505.0,510.0,492.0,493.0,1.0
1443,Pass,232,222,29,Male,510,511.0,500.0,503.0,507.0,1.0
1070,Pass,240,239,31,Male,513,505.0,,,,
1241,Pass,230,233,28,Female,460,473.0,487.0,492.0,506.0,1.0
1503,Fail,231,237,26,Male,502,,,,,
1793,Pass,234,239,30,Male,517,511.0,489.0,501.0,,
1327,Fail,230,227,31,Male,471,479.0,492.0,502.0,516.0,1.0
1459,Pass,230,219,35,Male,471,491.0,497.0,502.0,503.0,1.0
1556,Pass,230,213,35,Male,467,480.0,486.0,500.0,517.0,1.0
1663,Fail,236,235,34,Female,522,498.0,499.0,502.0,512.0,1.0
1657,Pass,230,250,35,Male,453,,,,,
1760,Pass,230,248,34,Female,451,458.0,,,,
1677,Pass,231,238,32,Male,505,511.0,519.0,498.0,,
1604,Fail,230,250,34,Female,496,497.0,508.0,521.0,,
1795,Pass,230,231,28,Male,461,473.0,486.0,493.0,498.0,1.0
1863,Pass,230,230,26,Female,470,473.0,474.0,492.0,,
1996,Pass,230,238,28,Female,472,483.0,487.0,493.0,,
21,Pass,231,268,27,Male,516,533.0,535.0,554.0,565.0,1.0
73,Pass,231,212,34,Female,550,561.0,562.0,573.0,,
558,Pass,230,240,32,Male,485,503.0,,,,
142,Pass,231,260,31,Female,523,533.0,,,,
854,Pass,233,237,30,Male,519,494.0,501.0,503.0,522.0,1.0
293,Pass,231,213,31,Male,543,550.0,552.0,565.0,,
277,Pass,240,226,29,Male,502,521.0,501.0,504.0,,
400,Pass,231,249,32,Male,544,561.0,579.0,581.0,,
328,Pass,224,249,27,Female,499,516.0,518.0,,,
468,Pass,231,241,27,Female,533,535.0,542.0,549.0,,
634,Pass,235,248,34,Female,503,510.0,516.0,507.0,,
540,Pass,231,246,30,Male,533,539.0,555.0,574.0,594.0,1.0
562,Pass,231,261,30,Female,507,516.0,520.0,,,
901,Pass,229,229,33,Female,500,,,,,
594,Pass,231,202,26,Male,526,,,,,
1633,Pass,226,237,33,Male,500,520.0,495.0,510.0,523.0,1.0
623,Pass,231,222,30,Female,513,515.0,517.0,520.0,,
1682,Pass,224,230,35,Male,482,498.0,,,,
743,Pass,231,235,35,Female,521,524.0,529.0,,,
1256,Fail,232,218,33,Female,504,509.0,499.0,515.0,525.0,1.0
925,Pass,231,242,29,Male,535,538.0,540.0,558.0,567.0,1.0
352,Pass,239,236,28,Male,520,496.0,501.0,511.0,,
988,Pass,231,236,35,Female,523,,,,,
993,Pass,231,233,30,Female,503,520.0,527.0,534.0,538.0,1.0
996,Pass,231,234,32,Female,544,561.0,569.0,570.0,,
1030,Fail,231,235,35,Female,546,549.0,550.0,565.0,,
1035,Pass,231,246,32,Male,545,557.0,565.0,570.0,,
1129,Pass,231,237,33,Male,530,534.0,542.0,562.0,569.0,1.0
1135,Pass,231,211,34,Male,529,545.0,563.0,583.0,598.0,1.0
1218,Pass,222,227,31,Male,494,510.0,530.0,508.0,511.0,1.0
958,Pass,226,251,33,Male,488,499.0,516.0,,,
1354,Pass,231,252,31,Male,510,525.0,541.0,545.0,564.0,1.0
141,Pass,232,244,33,Female,523,,,,,
89,Pass,223,252,33,Female,492,508.0,519.0,510.0,529.0,1.0
1473,Pass,231,229,31,Male,539,,,,,
579,Fail,234,227,34,Male,510,513.0,514.0,521.0,500.0,1.0
1963,Pass,231,236,31,Female,513,497.0,504.0,519.0,529.0,1.0
33,Pass,237,218,30,Male,504,,,,,
1585,Pass,231,253,29,Male,541,543.0,558.0,569.0,574.0,1.0
1611,Pass,231,245,32,Male,501,520.0,529.0,536.0,,
1624,Pass,231,242,33,Female,543,558.0,565.0,579.0,582.0,1.0
1676,Pass,231,235,31,Female,526,539.0,543.0,544.0,547.0,1.0
1388,Pass,231,212,33,Female,509,,,,,
113,Pass,231,258,26,Male,506,515.0,532.0,516.0,495.0,1.0
1807,Pass,231,200,35,Male,519,531.0,540.0,,,
1652,Pass,238,236,27,Male,502,519.0,502.0,,,
1935,Pass,231,260,33,Female,533,,,,,
1112,Pass,226,273,35,Female,497,510.0,501.0,520.0,537.0,1.0
1974,Pass,231,203,33,Male,508,,,,,
1044,Pass,233,223,35,Female,507,517.0,526.0,507.0,,
338,Pass,231,243,35,Female,506,524.0,505.0,507.0,525.0,1.0
137,Fail,232,234,28,Female,534,554.0,560.0,565.0,580.0,1.0
116,Pass,222,229,30,Male,495,505.0,513.0,533.0,528.0,1.0
174,Pass,232,221,27,Female,523,534.0,,,,
241,Fail,232,207,33,Male,502,503.0,523.0,,,
246,Pass,232,212,30,Male,529,530.0,540.0,559.0,,
44,Pass,232,239,32,Male,509,517.0,511.0,514.0,523.0,1.0
546,Fail,236,244,28,Male,503,506.0,518.0,,,
707,Fail,232,256,31,Male,521,523.0,,,,
669,Fail,238,222,30,Male,509,513.0,505.0,520.0,533.0,1.0
891,Pass,232,223,33,Female,501,515.0,531.0,535.0,554.0,1.0
976,Fail,232,214,29,Female,504,517.0,535.0,538.0,541.0,1.0
1042,Pass,232,210,33,Male,507,512.0,518.0,,,
1082,Pass,232,237,33,Male,533,544.0,562.0,574.0,,
1090,Pass,232,224,33,Female,526,531.0,550.0,559.0,577.0,1.0
1158,Pass,232,279,29,Male,507,523.0,541.0,,,
218,Pass,229,228,29,Male,498,,,,,
1495,Pass,238,241,33,Male,517,498.0,518.0,523.0,,
1278,Pass,232,216,26,Male,514,523.0,543.0,545.0,,
1370,Fail,232,259,34,Male,521,535.0,536.0,,,
1390,Fail,232,202,32,Male,539,551.0,560.0,566.0,,
1408,Pass,232,252,30,Male,507,510.0,,,,
1441,Pass,232,226,33,Female,537,557.0,577.0,581.0,,
682,Fail,225,226,35,Male,498,,,,,
1631,Pass,239,224,31,Male,506,521.0,523.0,515.0,525.0,1.0
1468,Pass,232,239,28,Male,502,522.0,539.0,547.0,,
1558,Fail,232,251,26,Male,526,542.0,561.0,580.0,599.0,1.0
1612,Fail,232,261,31,Male,510,516.0,,,,
447,Pass,234,222,35,Female,532,512.0,518.0,,,
981,Pass,234,217,33,Female,513,524.0,502.0,519.0,536.0,1.0
1734,Pass,232,232,27,Male,546,552.0,567.0,573.0,590.0,1.0
1757,Pass,232,244,31,Female,549,567.0,571.0,578.0,,
1804,Fail,232,262,27,Female,528,535.0,550.0,563.0,573.0,1.0
1869,Fail,232,225,26,Female,537,538.0,540.0,558.0,574.0,1.0
1872,Pass,232,238,27,Male,518,532.0,548.0,,,
1889,Pass,232,201,27,Female,537,549.0,554.0,,,
1743,Pass,235,235,35,Male,522,509.0,,,,
26,Pass,233,230,27,Male,502,505.0,523.0,539.0,540.0,1.0
29,Pass,233,259,26,Female,510,,,,,
42,Pass,224,246,34,Male,500,512.0,525.0,538.0,520.0,1.0
74,Pass,233,233,28,Male,526,527.0,539.0,552.0,553.0,1.0
143,Fail,233,241,27,Female,533,548.0,562.0,581.0,,
154,Pass,233,224,34,Male,510,528.0,542.0,550.0,,
178,Pass,233,240,34,Male,507,527.0,533.0,547.0,,
195,Pass,233,199,26,Female,522,533.0,,,,
197,Fail,236,251,31,Male,519,509.0,520.0,522.0,,
1427,Pass,234,249,30,Male,505,,,,,
399,Pass,233,251,30,Female,530,538.0,549.0,564.0,574.0,1.0
402,Pass,233,251,31,Female,516,521.0,536.0,543.0,545.0,1.0
1566,Pass,231,245,31,Female,529,534.0,524.0,505.0,508.0,1.0
212,Pass,239,227,32,Male,509,524.0,536.0,518.0,519.0,1.0
50,Fail,232,241,29,Male,515,523.0,509.0,528.0,,
633,Pass,233,241,32,Female,512,530.0,542.0,,,
637,Pass,233,243,34,Male,505,523.0,542.0,560.0,580.0,1.0
659,Pass,233,239,29,Female,526,537.0,549.0,564.0,569.0,1.0
757,Pass,233,213,29,Female,537,556.0,576.0,,,
790,Fail,233,232,33,Male,510,516.0,535.0,542.0,552.0,1.0
801,Pass,233,243,32,Female,506,508.0,521.0,529.0,540.0,1.0
845,Pass,233,252,28,Male,518,530.0,549.0,563.0,570.0,1.0
942,Pass,223,232,29,Male,500,513.0,531.0,525.0,541.0,1.0
860,Pass,233,233,27,Male,510,517.0,523.0,537.0,,
894,Pass,233,233,30,Female,520,535.0,550.0,554.0,,
928,Pass,233,239,26,Male,531,547.0,556.0,571.0,584.0,1.0
1706,Pass,235,204,34,Male,512,506.0,513.0,,,
1027,Pass,233,220,30,Female,549,550.0,553.0,557.0,571.0,1.0
1038,Fail,233,225,28,Female,529,543.0,563.0,574.0,,
875,Pass,230,226,32,Female,498,515.0,530.0,,,
1058,Pass,233,235,31,Male,530,542.0,559.0,576.0,585.0,1.0
1069,Pass,233,235,32,Male,550,566.0,579.0,583.0,591.0,1.0
342,Pass,236,238,31,Male,530,506.0,519.0,524.0,534.0,1.0
1201,Pass,233,230,26,Female,542,557.0,,,,
900,Fail,234,244,29,Female,505,516.0,524.0,544.0,525.0,1.0
1236,Pass,233,266,30,Male,541,,,,,
1239,Pass,233,238,27,Male,545,556.0,571.0,591.0,608.0,1.0
1249,Pass,233,247,28,Male,529,531.0,543.0,547.0,559.0,1.0
1269,Fail,233,215,30,Female,527,,,,,
749,Pass,236,222,27,Male,512,525.0,538.0,532.0,,
1321,Pass,233,238,29,Male,504,507.0,519.0,,,
1368,Fail,233,230,26,Female,529,536.0,553.0,570.0,572.0,1.0
1383,Pass,233,221,35,Male,506,507.0,,,,
1073,Pass,233,244,29,Male,512,507.0,525.0,534.0,541.0,1.0
1418,Pass,233,205,31,Male,516,520.0,527.0,529.0,535.0,1.0
1465,Pass,233,205,27,Female,524,527.0,530.0,532.0,538.0,1.0
1561,Pass,233,219,26,Female,530,534.0,541.0,,,
1567,Pass,233,251,34,Female,505,524.0,539.0,557.0,,
383,Fail,235,225,26,Female,524,507.0,523.0,527.0,,
1574,Fail,233,229,29,Female,528,542.0,552.0,555.0,556.0,1.0
1648,Pass,233,259,27,Male,525,530.0,542.0,544.0,546.0,1.0
1683,Fail,233,220,28,Male,515,531.0,542.0,561.0,577.0,1.0
1744,Pass,233,213,31,Male,545,546.0,560.0,,,
77,Pass,239,230,35,Female,535,511.0,515.0,524.0,535.0,1.0
1765,Pass,233,237,29,Male,550,,,,,
501,Pass,239,221,27,Female,531,517.0,519.0,527.0,,
1798,Fail,233,231,27,Female,524,537.0,554.0,570.0,580.0,1.0
1824,Pass,233,253,34,Male,517,531.0,546.0,560.0,575.0,1.0
1882,Pass,233,256,33,Female,550,570.0,573.0,577.0,582.0,1.0
435,Pass,233,227,29,Female,528,533.0,516.0,519.0,528.0,1.0
672,Fail,239,211,33,Female,532,533.0,516.0,534.0,509.0,1.0
1930,Pass,233,241,34,Male,542,546.0,553.0,562.0,575.0,1.0
1960,Pass,233,266,30,Female,539,554.0,574.0,578.0,585.0,1.0
1976,Pass,233,225,28,Female,525,539.0,,,,
1098,Fail,239,218,31,Female,521,532.0,521.0,524.0,,
1504,Pass,231,214,30,Female,510,519.0,527.0,547.0,522.0,1.0
1727,Pass,237,202,28,Female,511,525.0,539.0,518.0,532.0,1.0
144,Pass,234,240,33,Male,526,531.0,535.0,,,
162,Pass,234,242,33,Male,520,521.0,531.0,543.0,561.0,1.0
216,Pass,234,243,31,Female,510,524.0,525.0,,,
304,Pass,234,246,27,Female,530,550.0,558.0,565.0,582.0,1.0
356,Fail,234,246,30,Male,519,525.0,534.0,542.0,,
380,Fail,234,223,32,Male,534,546.0,557.0,572.0,576.0,1.0
416,Fail,234,244,33,Female,523,540.0,556.0,561.0,,
446,Pass,234,224,28,Male,544,551.0,552.0,557.0,570.0,1.0
1108,Fail,239,236,28,Male,528,,,,,
819,Pass,236,244,32,Male,509,518.0,535.0,530.0,537.0,1.0
564,Pass,234,238,33,Male,547,550.0,555.0,,,
65,Pass,234,220,32,Female,529,508.0,522.0,526.0,546.0,1.0
631,Fail,234,212,28,Male,527,528.0,512.0,530.0,536.0,1.0
673,Pass,234,242,34,Male,506,521.0,522.0,525.0,526.0,1.0
705,Fail,234,244,32,Female,535,536.0,,,,
602,Fail,239,249,31,Male,510,520.0,539.0,523.0,542.0,1.0
1162,Pass,237,204,35,Male,513,526.0,529.0,543.0,524.0,1.0
841,Pass,234,223,28,Male,526,536.0,546.0,557.0,,
879,Pass,234,225,35,Female,515,524.0,535.0,543.0,,
1316,Fail,236,231,28,Female,517,530.0,515.0,529.0,546.0,1.0
926,Fail,234,227,34,Female,549,557.0,569.0,570.0,574.0,1.0
321,Pass,237,235,27,Female,538,524.0,532.0,521.0,,
1100,Pass,239,236,31,Female,510,528.0,,,,
512,Pass,238,251,34,Male,525,,,,,
997,Pass,234,246,31,Male,550,565.0,573.0,,,
1079,Pass,234,240,35,Female,541,548.0,560.0,567.0,587.0,1.0
1116,Pass,234,243,30,Female,521,533.0,546.0,551.0,553.0,1.0
1225,Pass,234,279,35,Male,531,545.0,553.0,561.0,565.0,1.0
1252,Pass,234,227,27,Male,539,540.0,543.0,556.0,,
1324,Pass,234,238,27,Female,540,545.0,549.0,557.0,559.0,1.0
1709,Pass,236,223,30,Male,509,527.0,536.0,546.0,522.0,1.0
733,Pass,238,219,26,Female,506,516.0,534.0,550.0,,
1576,Pass,234,206,34,Female,543,552.0,562.0,,,
1636,Pass,234,246,31,Female,534,541.0,546.0,553.0,573.0,1.0
1647,Pass,234,226,29,Male,522,540.0,547.0,566.0,,
1688,Pass,234,228,26,Female,527,528.0,530.0,550.0,,
1713,Fail,234,248,33,Female,501,517.0,518.0,525.0,533.0,1.0
1759,Pass,234,227,27,Male,512,,,,,
1339,Pass,238,230,31,Male,514,517.0,535.0,,,
1822,Pass,234,239,34,Male,544,550.0,552.0,571.0,577.0,1.0
1878,Pass,234,241,30,Male,523,541.0,558.0,564.0,,
1985,Pass,234,259,29,Male,512,517.0,,,,
91,Pass,235,219,28,Male,546,565.0,582.0,595.0,598.0,1.0
92,Pass,235,256,32,Female,536,,,,,
1858,Pass,239,227,35,Male,529,537.0,512.0,528.0,539.0,1.0
256,Pass,235,251,34,Female,506,514.0,528.0,534.0,,
268,Fail,235,205,31,Female,529,530.0,,,,
271,Pass,235,233,28,Female,526,543.0,,,,
1761,Pass,235,235,28,Female,512,530.0,,,,
765,Pass,234,220,27,Female,524,530.0,532.0,527.0,535.0,1.0
475,Pass,235,248,32,Female,515,522.0,541.0,545.0,549.0,1.0
500,Fail,235,217,33,Male,510,518.0,526.0,,,
984,Pass,234,233,30,Female,518,538.0,546.0,533.0,,
559,Pass,235,227,29,Female,505,507.0,512.0,517.0,,
93,Fail,239,233,29,Female,516,508.0,522.0,,,
677,Fail,235,245,33,Female,519,529.0,547.0,553.0,,
685,Fail,235,219,31,Male,543,561.0,569.0,585.0,,
686,Pass,235,245,30,Female,518,533.0,551.0,,,
918,Pass,240,229,30,Male,508,523.0,543.0,537.0,,
738,Pass,235,236,31,Male,543,,,,,
598,Fail,233,254,29,Male,513,533.0,536.0,528.0,542.0,1.0
803,Pass,235,214,35,Female,527,,,,,
904,Pass,235,229,30,Male,517,531.0,535.0,,,
912,Pass,235,255,27,Male,515,534.0,551.0,552.0,564.0,1.0
919,Pass,231,255,26,Male,530,517.0,528.0,536.0,545.0,1.0
967,Pass,235,221,26,Female,518,520.0,537.0,538.0,549.0,1.0
999,Pass,235,247,29,Female,512,523.0,,,,
1061,Pass,235,230,27,Female,509,513.0,,,,
1066,Fail,235,232,26,Male,534,552.0,558.0,569.0,573.0,1.0
1086,Pass,235,270,26,Male,509,526.0,541.0,547.0,566.0,1.0
1106,Fail,235,238,26,Male,540,,,,,
1160,Pass,235,218,26,Female,526,534.0,554.0,568.0,,
1294,Pass,235,221,31,Male,509,510.0,,,,
1401,Fail,237,217,29,Male,532,534.0,526.0,545.0,520.0,1.0
1405,Pass,237,222,34,Female,518,,,,,
1507,Pass,235,219,31,Male,527,547.0,555.0,556.0,562.0,1.0
1541,Pass,235,260,34,Female,534,544.0,548.0,564.0,,
1546,Pass,235,210,31,Female,513,531.0,532.0,550.0,563.0,1.0
1814,Pass,231,222,33,Female,532,546.0,523.0,527.0,533.0,1.0
1573,Pass,235,230,32,Female,503,,,,,
1599,Pass,235,237,33,Male,520,521.0,540.0,549.0,563.0,1.0
1622,Fail,235,208,33,Male,520,532.0,537.0,543.0,548.0,1.0
1656,Pass,235,223,34,Male,533,536.0,548.0,551.0,568.0,1.0
1664,Pass,235,213,32,Female,532,533.0,,,,
1670,Pass,235,255,26,Male,530,544.0,558.0,577.0,,
1698,Pass,235,224,30,Female,544,560.0,576.0,,,
1168,Pass,232,233,29,Female,539,521.0,537.0,544.0,525.0,1.0
208,Pass,235,192,32,Female,513,522.0,540.0,553.0,540.0,1.0
1301,Pass,235,232,28,Male,521,535.0,537.0,547.0,529.0,1.0
1922,Pass,233,237,29,Male,537,520.0,531.0,537.0,546.0,1.0
